dt,switch,src,dst,pktCount,byteCount,duration,duration_nsec,total_duration,flows,pktrate,pairflow,protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label,packetins,byteperflow,packetperflow
71046,10,10.0.0.180,10.0.0.89,360,42399,433,1715,234,1,16.043122215239332,3,UDP,26839,21093,33950,11.762785843997403,45.696334339859725,68.21385592660354,1,1,997,15
71047,1,10.0.0.113,10.0.0.153,468,34057,316,3716,689,1,1.5065635573466065,1,TCP,12536,47692,4182,37.573395220698586,32.29762494766967,16.113679805913037,1,6,145,13
71048,7,10.0.0.60,10.0.0.53,251,5861,300,2594,858,4,65.99187127556384,1,ICMP,24817,21465,25974,19.27652546282361,29.184700234920637,68.63554425198438,1,6,284,20
71049,8,10.0.0.240,10.0.0.48,466,10721,327,2778,773,3,36.771074089525314,1,UDP,7835,10154,40503,11.09154302647213,9.892709988319389,50.399175558258385,0,8,707,12
71050,4,10.0.0.138,10.0.0.53,100,42470,322,871,179,5,68.14183635565331,5,ICMP,48526,22687,21628,46.89978252184271,27.055255291066786,37.74776060756492,1,7,847,15
71051,9,10.0.0.252,10.0.0.172,50,27831,106,280,196,7,94.6542785935411,5,UDP,16968,41134,42172,39.74743333704573,31.495707571929636,62.97902432721328,0,4,607,19
71052,7,10.0.0.73,10.0.0.112,365,38448,455,4955,402,2,47.946811851762654,2,TCP,29380,4962,48455,22.715820716242686,43.67406548353344,38.84942077141797,1,1,970,18
71053,9,10.0.0.4,10.0.0.33,340,42804,107,1564,822,2,78.90538863540841,3,ICMP,5992,2476,16240,17.474861123234625,10.597549677058781,8.299885950362256,1,8,465,4
71054,9,10.0.0.92,10.0.0.220,169,2966,150,3176,162,6,20.305032781479166,4,UDP,19808,25323,8414,16.7870723800255,5.542941405467023,64.68581543074109,0,9,602,2
71055,8,10.0.0.204,10.0.0.65,85,35842,371,4003,329,9,70.09282439474856,2,ICMP,59798,47351,14683,17.499924863607042,21.96006723846195,27.90634210707652,1,0,475,18
71056,4,10.0.0.4,10.0.0.42,83,22613,139,3731,791,9,95.58921806236614,4,ICMP,10173,9396,35170,29.726022018653136,37.48884795611811,48.01162641860794,1,10,701,3
71057,3,10.0.0.33,10.0.0.1,304,21079,286,3110,183,7,3.9759281004208598,3,TCP,40430,41887,25808,49.33358612293308,2.27644075021243,55.7894628375173,1,10,703,20
71058,6,10.0.0.121,10.0.0.185,317,24586,353,2286,817,5,73.70677552280027,4,ICMP,46273,47855,5423,21.243829122614947,20.95061278087223,19.78943348596513,1,9,574,6
71059,1,10.0.0.196,10.0.0.211,258,18851,370,4102,246,2,51.16141027403878,1,UDP,24807,39766,28708,41.986841669651795,42.91785345892516,24.619722287664423,1,10,973,17
71060,6,10.0.0.112,10.0.0.147,159,22420,66,991,432,9,16.280830403533145,2,TCP,16922,11954,48780,15.497105284394738,5.578201371574024,59.09050063775343,1,7,84,9
71061,7,10.0.0.206,10.0.0.88,188,9120,371,4955,253,8,69.56859768640378,5,TCP,20925,4373,3292,46.05159397141968,13.849254783253357,59.228007218212795,1,9,246,5
71062,9,10.0.0.23,10.0.0.111,68,48608,325,4209,535,5,83.16505149076107,4,TCP,46501,38145,17077,19.892156830859165,45.47623472589517,26.128027392627963,1,6,72,2
71063,1,10.0.0.130,10.0.0.115,71,19185,379,4276,273,10,7.971013201051035,2,UDP,25897,48236,30968,14.240197899060451,1.629213821336875,80.9560955196179,1,8,985,4
71064,8,10.0.0.46,10.0.0.43,195,26264,121,3866,325,10,74.4820562151078,3,UDP,12915,34026,14688,5.186725718148694,37.673898899603294,83.30751551065327,1,10,246,6
71065,10,10.0.0.78,10.0.0.5,293,47453,423,3637,353,9,30.272436031553557,2,TCP,53152,40173,10146,6.85088794163593,9.03109510715581,20.298674219229817,0,0,758,8
71066,8,10.0.0.252,10.0.0.239,320,40377,364,1415,171,9,79.70531524277602,2,TCP,20666,37887,18118,42.381981002199865,2.5727155633184706,38.83763400964671,1,9,858,12
71067,7,10.0.0.58,10.0.0.22,434,34657,225,3338,540,4,9.098174361016017,3,UDP,60360,46513,28294,35.43253866697621,16.120626072752955,79.66992607827302,0,8,101,17
71068,2,10.0.0.203,10.0.0.125,270,46720,163,1010,673,7,44.73183787631894,5,UDP,19474,33608,27872,19.56470240036742,15.947450096222074,52.16954396325268,0,3,918,6
71069,5,10.0.0.161,10.0.0.177,427,45171,356,3378,224,4,21.40441222628604,2,TCP,62273,43848,35541,36.59222769238771,4.217562267483188,79.87602553633835,1,2,641,8
71070,2,10.0.0.138,10.0.0.180,307,29271,61,4102,565,3,67.8389257856653,3,ICMP,37236,48783,6125,22.626866376151558,29.329705672281225,36.12816500729048,1,4,522,20
71071,1,10.0.0.161,10.0.0.233,117,19937,118,551,433,8,42.23847167789225,5,TCP,62942,39114,25020,25.403542837485865,35.22516587215357,5.624951368492419,0,2,71,15
71072,9,10.0.0.86,10.0.0.24,381,1695,245,1956,104,2,15.084732616040991,5,ICMP,52047,47747,35711,20.912763311687392,3.9067607099117727,21.569230752486895,0,1,74,18
71073,9,10.0.0.246,10.0.0.41,379,17206,276,2195,451,9,96.26957616733813,3,TCP,14166,43379,31496,19.470766374335735,18.116205765252417,88.23438914028966,0,7,348,8
71074,2,10.0.0.32,10.0.0.183,374,38843,230,1168,320,5,41.10485866268155,2,TCP,25409,19650,26587,38.45630287212619,24.04522399927541,37.284658672704296,1,1,495,12
71075,4,10.0.0.85,10.0.0.192,74,45833,403,2695,325,8,8.407276513257319,4,UDP,8385,1582,15603,32.07660235960564,42.59695058899978,30.491580618075517,0,8,213,20
71076,9,10.0.0.97,10.0.0.21,187,9983,291,212,922,8,63.07084037859132,4,TCP,26079,17913,13954,14.296167052559204,39.66449978905479,57.4231011089967,1,7,884,7
71077,3,10.0.0.105,10.0.0.162,356,34680,455,3950,423,8,56.368836419622006,1,TCP,39018,15796,44930,35.937608129711556,29.142477358293405,74.79760990387797,1,0,528,7
71078,6,10.0.0.70,10.0.0.100,422,23729,79,3979,183,3,99.79942047506697,2,TCP,54493,16506,44188,19.606270950139667,26.161812804575444,88.82787810384607,0,10,233,9
71079,3,10.0.0.211,10.0.0.48,336,20703,293,4480,407,6,10.943400949666453,4,UDP,11604,27193,27807,40.69179211606517,12.687953429532557,79.91682744713978,0,3,265,8
71080,9,10.0.0.147,10.0.0.169,65,4167,65,3139,398,5,57.29097591494138,5,ICMP,57148,23108,19649,7.208003719770334,19.102906520894752,91.55845745659522,0,2,578,13
71081,4,10.0.0.49,10.0.0.239,468,11607,56,4095,632,9,84.59472865594783,1,UDP,59670,16467,31867,38.2668845641769,15.50035876115461,57.38611768659385,0,9,620,7
71082,7,10.0.0.11,10.0.0.242,481,24306,317,4918,103,2,77.08651722999836,4,TCP,51196,5534,27328,16.69975003299775,15.847530699673447,75.79172854318055,0,8,684,14
71083,3,10.0.0.133,10.0.0.255,284,35697,213,2265,926,3,20.154086255731993,3,UDP,9455,40017,38880,48.569343951150415,12.721295628337595,85.75901840475548,0,7,467,18
71084,2,10.0.0.63,10.0.0.229,119,19931,229,979,516,5,65.47531221310038,4,ICMP,60137,42812,35408,8.377789308543651,11.556911340226744,39.0164418447116,0,0,148,6
71085,7,10.0.0.166,10.0.0.47,47,28740,195,4248,831,8,30.034505817178136,5,ICMP,12623,11954,19315,9.022731674324577,49.55616936486426,46.00168065050058,1,3,508,6
71086,5,10.0.0.81,10.0.0.164,99,23375,118,1434,374,3,62.71952494260944,2,ICMP,16915,3652,27671,21.065263269384083,29.918834735616517,7.885346031567311,1,1,346,20
71087,1,10.0.0.241,10.0.0.75,153,26522,87,810,538,7,7.225221414931052,1,UDP,35222,15427,3016,2.253039528285373,5.828004612608176,54.61883250240895,1,9,899,3
71088,6,10.0.0.111,10.0.0.210,268,46108,399,2399,292,7,64.46224251649083,2,ICMP,16197,14625,9384,7.434414294499923,5.940103476430826,89.53913010186429,1,9,617,18
71089,3,10.0.0.240,10.0.0.181,221,11738,52,723,949,3,83.09764696802347,5,ICMP,56877,21583,39375,17.71180926441854,17.630309561225065,12.29304694228776,0,4,196,1
71090,8,10.0.0.102,10.0.0.187,396,20839,430,3810,743,10,21.240799035716538,5,ICMP,48257,30090,36606,39.3100399037381,34.672271589339275,69.12866956695662,0,9,395,17
71091,6,10.0.0.152,10.0.0.251,206,17870,261,2872,331,2,18.028339968434867,1,UDP,247,25790,3149,43.93791906874533,49.23446802148105,93.75849516612818,0,7,467,5
71092,8,10.0.0.184,10.0.0.214,177,14634,454,1133,110,2,26.99797437298142,1,UDP,5588,5500,49087,6.412774713264033,37.49474464921836,9.103753539762536,0,5,98,5
71093,7,10.0.0.10,10.0.0.226,272,8520,181,4393,463,5,2.218626422298534,1,TCP,24561,5550,13662,29.31955378686628,12.201753445170839,43.95294847528215,0,4,130,1
71094,8,10.0.0.31,10.0.0.227,292,40044,270,209,995,4,33.716779302704026,2,UDP,50098,11288,9206,1.918091529618523,23.095212534528613,76.16532263475752,1,9,963,5
71095,1,10.0.0.172,10.0.0.4,180,42893,82,1506,657,4,66.24910678821651,5,ICMP,1798,49643,14544,41.675202415491874,31.01024966415614,42.29509547074926,1,10,579,12
71096,7,10.0.0.231,10.0.0.193,71,11756,192,4642,706,6,84.56621780018698,2,TCP,57824,2099,12183,42.70684236938642,4.364918452990405,25.581627971633576,0,8,127,9
71097,7,10.0.0.51,10.0.0.185,228,6436,60,1668,905,2,15.708653997730703,2,ICMP,5984,35461,42221,21.169694579657577,15.862251618780837,80.45958858870289,0,0,994,10
71098,10,10.0.0.195,10.0.0.44,433,42009,389,1991,438,1,37.48007224969514,5,UDP,7003,44094,33989,35.52916609660221,13.486599449821536,13.431105131760528,0,1,515,3
71099,8,10.0.0.232,10.0.0.122,272,33102,485,3531,516,1,61.854012999926915,5,TCP,18866,30952,15668,47.33090719740215,33.53504252739277,32.16852200664509,0,0,375,2
71100,6,10.0.0.222,10.0.0.106,33,11586,343,1145,285,10,5.310077160440296,4,TCP,26109,43149,40701,33.98430287534222,22.649685272735997,38.24613508141657,1,8,598,15
71101,9,10.0.0.247,10.0.0.198,392,44690,178,246,346,9,12.273191139242792,2,ICMP,46478,3618,41608,39.96261497987786,29.900032481100222,6.877122045026299,0,2,119,11
71102,7,10.0.0.241,10.0.0.102,400,19853,478,1368,191,9,4.719974093834879,1,ICMP,1161,3436,43658,34.702678178845865,39.35554849088586,11.562659576215115,0,6,358,3
71103,7,10.0.0.80,10.0.0.208,393,39008,62,2337,579,4,33.904057399834166,4,ICMP,50912,18836,4111,20.38398151726373,48.17410987895003,48.063265060351206,1,6,885,9
71104,6,10.0.0.186,10.0.0.60,180,29371,408,4898,814,6,15.446216874117662,2,UDP,859,47689,6686,39.260201581902855,20.561843478519673,36.758841773199244,0,9,726,1
71105,3,10.0.0.162,10.0.0.242,462,33789,234,400,525,7,88.87777030744648,5,TCP,39677,15500,44722,18.615065171300067,37.301589745783545,91.97328454229492,1,2,646,16
71106,7,10.0.0.177,10.0.0.108,250,26659,369,753,166,6,56.34642676803209,4,UDP,45668,46568,49645,13.887207369514485,43.24239807550934,32.53488007861836,1,0,758,4
71107,4,10.0.0.7,10.0.0.173,108,7494,56,4816,306,7,95.44509303746756,1,TCP,51613,39184,40530,37.277542434698375,25.49425267536113,94.40515102417073,1,0,805,5
71108,2,10.0.0.215,10.0.0.87,113,22238,176,3927,330,3,94.47228784942797,4,ICMP,2898,41473,8350,40.948878795125,26.80695740626959,79.95898941007883,0,4,541,9
71109,5,10.0.0.252,10.0.0.147,17,45544,229,2172,239,9,96.86373347324887,2,UDP,38909,30531,24867,49.14236993119051,31.75064673666414,93.209063197434,0,0,859,10
71110,7,10.0.0.177,10.0.0.150,418,36107,451,4304,401,1,13.96182858150264,5,ICMP,19861,39882,1550,10.360135461047223,7.052112327131391,81.18917554823162,1,10,364,13
71111,4,10.0.0.232,10.0.0.47,416,31482,249,2733,178,10,3.612153236926798,2,ICMP,15011,12650,5825,10.033862936570264,3.0525314476993213,29.167818053490215,0,5,906,11
71112,3,10.0.0.136,10.0.0.97,104,31880,315,1103,877,9,56.61604401640063,1,UDP,8126,12578,35099,7.6127428507960975,47.39416984981686,18.721591940092797,1,4,894,3
71113,4,10.0.0.118,10.0.0.168,441,42151,133,3727,593,1,7.929714485796647,5,UDP,1318,5757,24971,38.638643946946715,9.259104831992243,99.04147778623845,1,0,228,20
71114,9,10.0.0.138,10.0.0.220,288,4421,200,4676,220,4,46.74485399681956,2,ICMP,19945,24311,10497,9.157524042692694,25.22044229633288,93.57187808288626,0,1,933,18
71115,6,10.0.0.4,10.0.0.236,328,21573,104,2257,321,9,48.16340241505321,2,ICMP,5313,9454,49525,45.064261459898006,49.45718988106845,81.67627710336157,0,4,742,18
71116,6,10.0.0.58,10.0.0.66,436,20737,187,4606,737,10,77.17078561974259,5,UDP,6908,28474,49035,31.560967303594488,19.191502810015656,79.29049306398335,0,8,312,16
71117,8,10.0.0.184,10.0.0.32,440,10771,328,295,205,1,4.389188115644483,2,ICMP,3260,46907,14187,27.346038014351162,15.356265811271449,11.809919765074254,0,7,353,7
71118,7,10.0.0.112,10.0.0.70,380,13588,372,1048,211,1,56.2517592065434,3,ICMP,39115,46605,34517,32.12615027159703,47.29158855273748,9.68597591247967,0,0,443,13
71119,7,10.0.0.41,10.0.0.198,333,19272,158,2264,585,7,96.27221317078536,1,UDP,54946,2894,8169,16.455892467131633,4.556270266700218,35.65160028281712,0,8,803,16
71120,3,10.0.0.191,10.0.0.69,406,34014,384,3741,113,10,29.85449095153366,4,ICMP,27939,1056,32628,18.880602086306567,15.911960688523298,68.02514276312851,0,9,400,12
71121,3,10.0.0.131,10.0.0.167,190,44947,487,2017,990,7,52.78807494795563,1,TCP,8108,26294,36766,24.491626413451105,33.98386874185091,15.215682294343207,0,8,354,17
71122,2,10.0.0.70,10.0.0.220,498,19907,87,1476,203,1,87.0125508075018,3,TCP,41802,24099,49205,5.3212065889090345,48.908110264803675,73.07130704497274,1,4,586,18
71123,8,10.0.0.188,10.0.0.223,21,16647,292,2523,969,4,15.426110396792959,2,ICMP,27130,22867,48270,47.405235100416874,39.814766693710745,94.83324062359507,1,9,426,8
71124,10,10.0.0.99,10.0.0.193,486,25311,107,2766,691,8,62.250658511206886,1,ICMP,24139,11502,36042,32.10194811446988,2.8318522585749473,73.61392625225706,0,6,542,16
71125,10,10.0.0.217,10.0.0.255,187,20311,198,2817,850,1,45.585533523284646,3,TCP,61507,12167,45696,46.16107014933279,49.517534439244194,7.010353103682334,1,10,129,5
71126,9,10.0.0.108,10.0.0.144,472,25133,270,2306,416,8,56.65444361758664,3,TCP,8723,27875,13779,5.299941146952949,46.94955609470244,18.27670638803414,1,10,387,8
71127,5,10.0.0.15,10.0.0.36,175,11873,183,4202,966,3,38.95864833221423,3,UDP,2898,11433,35640,21.92285037333012,45.35907468033647,78.79206121362748,1,0,239,11
71128,9,10.0.0.172,10.0.0.188,437,24655,399,1088,590,7,96.7472824002254,4,ICMP,19465,37962,37321,7.8702239999092996,22.52304579311592,62.09625971353204,1,8,731,4
71129,9,10.0.0.202,10.0.0.239,197,44546,285,3162,443,6,27.493674681282798,5,ICMP,43850,45162,21658,30.184014706759807,15.404876462934107,27.910706397520034,1,3,150,8
71130,4,10.0.0.9,10.0.0.170,220,41051,485,4599,800,1,77.53165780189934,3,ICMP,9499,47888,17637,9.895499689166801,22.25422491084119,95.2715617455766,1,10,211,2
71131,3,10.0.0.18,10.0.0.188,186,42386,291,375,219,9,66.09492599112772,3,ICMP,1942,23641,26265,24.706378892713065,46.814877887904515,18.87522855317912,0,1,50,9
71132,7,10.0.0.15,10.0.0.6,207,32217,229,1871,867,7,86.59932425738033,4,UDP,60654,33352,30744,5.381484052179907,15.64990845930763,37.14710974640514,1,3,811,3
71133,8,10.0.0.103,10.0.0.112,111,31846,119,1564,125,6,53.38988519017234,4,ICMP,43118,26841,41088,29.467442827749394,33.17054881243491,63.37566418352868,1,4,55,5
71134,9,10.0.0.31,10.0.0.102,103,46280,438,1481,654,6,98.80640396019699,1,TCP,35188,11609,12507,43.449756892714845,42.82253958336107,48.03693923998828,0,8,960,7
71135,6,10.0.0.18,10.0.0.252,155,32293,108,325,133,10,98.47638751437174,3,UDP,39232,15936,31714,41.256584482875105,21.51238655838381,37.65418115326745,1,5,851,11
71136,10,10.0.0.184,10.0.0.20,418,3674,233,2595,426,8,96.6133030737944,1,UDP,29005,37420,4843,4.902501431758618,12.748427634030254,89.38764582477847,0,10,154,6
71137,5,10.0.0.166,10.0.0.28,323,40883,72,2613,222,6,36.02501607047658,3,ICMP,24337,44737,5981,39.490500008832456,15.934165610758269,49.83048651707567,1,6,749,19
71138,10,10.0.0.40,10.0.0.2,130,26260,168,701,728,10,16.899528853518788,3,ICMP,16257,19041,17234,46.37052999165749,43.41919671194914,20.591496460996822,1,10,998,16
71139,10,10.0.0.23,10.0.0.93,286,1729,433,4319,162,6,92.75458960150735,1,TCP,15880,1140,42778,33.48450762296781,44.42053417522204,30.135818268832093,0,10,283,5
71140,9,10.0.0.211,10.0.0.198,111,48477,158,577,975,6,28.22200901420384,3,UDP,50785,45824,15342,6.741546866656471,3.7084533996702405,39.7595685398779,1,1,119,16
71141,5,10.0.0.134,10.0.0.158,79,41138,127,1796,270,1,12.316810153494151,1,TCP,42900,3366,41778,5.562204691834582,18.67536661136433,89.52336933147969,0,4,143,10
71142,10,10.0.0.34,10.0.0.249,461,4098,173,2370,393,10,10.846229716575047,2,ICMP,25088,36247,5445,27.608647349679245,24.00621214127629,2.5957836381406114,0,4,335,12
71143,7,10.0.0.118,10.0.0.16,47,9367,359,499,972,2,93.97904830028325,1,TCP,51192,42575,45206,4.123284747793974,11.122803587224539,18.331235434808608,0,6,545,9
71144,5,10.0.0.190,10.0.0.56,263,36605,102,3288,522,4,97.2417088832856,3,TCP,570,16657,37333,33.45997073876468,35.17405313986577,60.1146605899956,0,2,147,15
71145,6,10.0.0.233,10.0.0.194,402,16876,441,4965,597,1,49.019279774679475,5,ICMP,65169,15084,34486,31.320371067222187,30.10284841076893,85.00520714237085,0,3,706,8
71146,4,10.0.0.76,10.0.0.163,151,17200,90,3878,672,4,39.09323773727617,5,TCP,44659,10352,11232,49.34867785019615,8.671894761043756,30.726496162494836,0,3,723,10
71147,1,10.0.0.90,10.0.0.1,405,12066,398,2853,224,2,81.72648188433031,5,UDP,28083,39278,33385,37.05297008418058,5.762772589158219,3.01914962395273,1,0,543,8
71148,4,10.0.0.45,10.0.0.155,291,40556,203,4219,504,5,53.20969024798409,1,UDP,62125,42575,32779,11.156395058565424,10.815194387670443,52.45147205965945,0,9,77,14
71149,6,10.0.0.153,10.0.0.141,28,28653,112,4003,417,4,41.79707928412322,4,UDP,28806,43341,29980,44.91782128549896,11.654140009502049,55.268808194583116,1,10,276,7
71150,8,10.0.0.184,10.0.0.70,32,39038,210,1758,551,9,78.16269704742082,1,ICMP,10174,12377,39932,42.94246667474867,28.840433319209758,50.82144045394595,1,0,756,9
71151,3,10.0.0.118,10.0.0.112,265,1115,412,1149,949,7,31.634790637304803,4,ICMP,15211,47759,25632,8.56619582717352,28.69690341568134,9.451499955381863,0,4,233,9
71152,8,10.0.0.135,10.0.0.185,339,33441,464,4851,258,2,99.2294545132398,3,TCP,19335,48066,5225,23.52208639606222,39.20108572741042,15.949931812941879,0,0,173,14
71153,4,10.0.0.231,10.0.0.91,23,44643,375,818,859,5,21.099269243249015,1,ICMP,44048,42301,38236,31.925606650738384,39.23838375014551,25.38862603683373,1,0,452,16
71154,8,10.0.0.169,10.0.0.63,426,25137,175,206,765,5,11.009191291234327,1,ICMP,4040,22620,17224,42.29083739860976,23.41212520815476,41.38736345228793,0,3,138,4
71155,3,10.0.0.143,10.0.0.25,493,38542,336,4612,598,4,1.3138563701101003,2,UDP,12737,5031,2704,10.33774333218882,35.3966629700412,38.72542067617595,0,9,899,7
71156,3,10.0.0.59,10.0.0.113,318,31262,209,4783,492,9,41.152559280182516,4,TCP,9526,48243,9848,31.00115069912902,20.154094942162953,12.439607256712844,1,4,814,15
71157,9,10.0.0.55,10.0.0.187,99,35397,93,1514,204,3,47.98387958959568,5,UDP,9982,45191,3255,33.847527784854485,32.652441544257826,43.32874061765313,0,6,680,18
71158,6,10.0.0.6,10.0.0.193,353,23121,124,3023,200,4,2.7162647561212037,3,ICMP,60237,40198,39775,48.593659346339855,48.26020378981711,13.668194865094753,0,2,378,5
71159,8,10.0.0.82,10.0.0.6,314,16027,419,1510,182,7,89.07028854476353,5,ICMP,62537,42522,35997,5.108668439959737,28.020358243338464,49.17333468700034,0,6,452,18
71160,9,10.0.0.144,10.0.0.248,385,33382,446,4575,271,6,57.85815567704719,5,ICMP,65383,39627,2535,22.05621703824818,47.47601641530258,56.392268406720866,0,10,155,14
71161,3,10.0.0.175,10.0.0.67,114,48852,226,3355,357,6,53.63412831789097,2,ICMP,60402,9853,6778,31.078078511116004,44.19107360139261,7.144647491568792,1,4,559,13
71162,2,10.0.0.14,10.0.0.227,297,6348,224,1682,496,1,7.136517180420055,1,TCP,33105,33505,2388,28.04571793820306,22.408029502285324,33.09783486823686,1,5,792,14
71163,4,10.0.0.247,10.0.0.108,191,38362,430,1631,582,2,33.53336477932752,3,ICMP,62853,47814,40635,31.10522144702513,46.499376017515516,49.552537108255486,1,4,860,17
71164,10,10.0.0.137,10.0.0.238,238,21527,305,1590,482,4,96.15752411802939,1,ICMP,10081,10346,13936,19.969674363236717,41.15407019015358,54.36787029223372,0,8,970,10
71165,10,10.0.0.30,10.0.0.237,327,35473,92,876,349,6,24.35558681369501,1,ICMP,38585,34146,30472,10.049670596020947,48.16061100528215,19.66108627694424,0,8,567,18
71166,10,10.0.0.68,10.0.0.28,193,23883,207,497,258,3,66.82430497400021,3,ICMP,60243,23072,10544,30.693778943179822,3.3651399097030774,80.67501600269983,0,4,218,1
71167,8,10.0.0.59,10.0.0.165,378,9518,344,3686,968,1,56.21119746749024,5,UDP,44919,24341,17686,49.16101134561308,9.383174667372117,97.3443734748655,1,7,951,19
71168,2,10.0.0.182,10.0.0.123,195,36834,130,3852,619,1,34.96427551649032,3,UDP,60334,17709,13173,9.497303116177145,14.53920461920817,56.82995910336481,0,0,546,4
71169,1,10.0.0.18,10.0.0.215,194,24325,181,1999,110,9,7.158902692925159,2,ICMP,10353,18891,26031,18.601737437819565,27.825526218978037,80.99017109280872,1,2,736,5
71170,4,10.0.0.55,10.0.0.40,322,29887,465,3429,310,6,49.998155051693104,2,UDP,59847,23707,8796,35.05362926746922,25.972736647820867,68.13539505450443,1,8,374,11
71171,5,10.0.0.135,10.0.0.207,393,24223,285,976,647,1,57.970836876592045,2,TCP,31623,17195,20602,26.973989613778745,33.9655757581042,48.60705899259393,1,0,263,4
71172,3,10.0.0.202,10.0.0.238,375,14300,285,4193,519,3,64.39746818804068,3,UDP,52101,24634,45575,31.218917546484963,8.846957022133829,25.197388593171535,0,1,489,19
71173,3,10.0.0.103,10.0.0.160,262,35750,73,3546,521,7,18.509221019597337,3,UDP,20186,45380,10591,16.6756829779479,47.4134351160745,48.677910821521934,1,8,739,17
71174,4,10.0.0.35,10.0.0.156,354,47027,352,282,320,4,15.072426870692842,4,TCP,33806,6395,27975,4.792426790366558,35.06178663931243,83.1854520203195,0,10,837,14
71175,8,10.0.0.89,10.0.0.27,361,41583,62,3170,353,6,56.39369653329797,5,UDP,52497,48309,12493,26.62791282195369,13.559014958610247,8.830926845763326,1,9,539,13
71176,9,10.0.0.180,10.0.0.76,164,41362,232,2736,869,5,53.50295031295468,5,UDP,35924,10245,32772,10.911360895946357,45.51404801922695,24.16782742538288,0,1,743,13
71177,1,10.0.0.187,10.0.0.221,386,32999,65,4718,187,7,53.637286603792674,1,TCP,57509,12496,33179,17.615807499278105,2.8559484405141182,56.89506247588538,0,0,301,14
71178,6,10.0.0.129,10.0.0.72,284,37279,290,2528,116,4,21.46051440424348,4,ICMP,50354,5356,19818,5.2391315000881935,12.876473755600221,41.74978754514518,1,8,950,13
71179,10,10.0.0.109,10.0.0.9,373,18707,429,3649,577,2,86.1493533849724,2,TCP,63191,38247,10262,36.8563692877462,28.438895122798048,93.98976432745464,0,5,746,4
71180,3,10.0.0.191,10.0.0.45,405,36623,498,2217,209,9,92.2628541622821,2,TCP,51275,11724,16529,17.574716945322464,41.328644668249176,79.57904620628481,1,10,545,13
71181,10,10.0.0.48,10.0.0.54,124,14049,328,879,806,9,54.14933020745601,4,ICMP,2857,3575,30678,36.981921075395945,43.98955526091371,8.195923981895968,1,2,441,3
71182,7,10.0.0.135,10.0.0.3,331,49084,239,3952,907,10,21.51341961800027,2,UDP,65099,10442,3639,25.200191516217508,32.80045493834491,28.230020627286212,0,2,75,1
71183,3,10.0.0.123,10.0.0.216,269,5931,191,340,809,3,94.66545181689257,1,UDP,34224,44689,37361,14.415215525931865,18.443366371935884,61.4496631397128,1,10,847,8
71184,1,10.0.0.70,10.0.0.252,276,48017,352,4155,233,3,71.04535967392684,1,ICMP,55564,38582,1934,26.61536867829745,28.84501000490819,53.04655297416702,0,2,893,15
71185,3,10.0.0.248,10.0.0.251,346,4459,67,4871,544,9,4.276737018058112,3,UDP,29975,13837,18920,47.53762600382925,3.9488138654658616,83.38788213339234,0,1,679,19
71186,5,10.0.0.48,10.0.0.95,359,5347,380,2904,274,9,60.584300540213945,4,TCP,48610,21861,7563,12.251829866829178,31.68474791248972,34.262805000383544,1,6,418,1
71187,2,10.0.0.4,10.0.0.185,28,1911,356,1419,542,6,65.04452013170359,1,ICMP,58714,23740,17677,20.973047727840314,40.9743887997651,10.251621565836963,0,8,874,4
71188,8,10.0.0.202,10.0.0.165,126,30890,409,3418,210,10,88.65599564511824,1,TCP,31293,7868,4489,33.08958552443328,21.2027234508683,68.04046579605078,0,0,294,3
71189,7,10.0.0.98,10.0.0.1,351,32294,95,1395,933,6,25.3738649314229,3,TCP,28191,34883,36706,26.45999461678239,22.24646660298404,24.3131186520522,1,7,418,18
71190,9,10.0.0.65,10.0.0.226,31,40399,129,1876,474,1,7.126383656725702,1,UDP,9387,43954,35959,39.47548647703086,27.908503319114295,66.05906374820279,0,4,529,2
71191,5,10.0.0.83,10.0.0.167,114,29770,123,2207,867,10,14.901514416499637,2,UDP,36453,29067,28859,24.897728250098453,17.39177744949319,68.22663587273027,1,3,584,14
71192,4,10.0.0.128,10.0.0.204,151,36268,245,4173,548,3,12.086836072796189,1,TCP,40018,20838,2017,16.8407950385089,4.429931558835925,92.56062839515295,1,4,241,18
71193,5,10.0.0.247,10.0.0.169,297,8524,68,2244,804,2,58.45996305074623,3,ICMP,59899,36704,8374,5.086813138648349,48.4365248363639,78.5622652193381,1,8,587,6
71194,8,10.0.0.64,10.0.0.212,462,42172,500,836,149,4,12.068423432753987,4,TCP,20927,17859,48904,12.576525060064823,1.9172610652557833,85.49981315536492,0,1,221,7
71195,9,10.0.0.43,10.0.0.154,244,19781,103,1809,993,10,94.37154580760428,5,ICMP,14326,41109,45596,38.68913976069304,13.98141171440291,24.966303554185824,0,5,633,20
71196,8,10.0.0.47,10.0.0.105,71,25143,467,2098,858,6,49.81154850326085,2,ICMP,56447,24652,29431,18.719201250351787,33.01763787577871,66.49779216929385,1,9,603,6
71197,2,10.0.0.41,10.0.0.163,102,5340,91,239,972,3,44.25045643618606,5,TCP,38582,31446,49281,47.84311097309511,2.0919681393955627,94.36856594978248,0,0,659,9
71198,4,10.0.0.59,10.0.0.157,431,37531,338,3750,327,3,90.92636820847437,4,UDP,30069,48931,9214,12.29442346091361,32.74284081689398,63.128617681280524,1,7,389,3
